Start Timestamp;End Timestamp;Transcript
04:38;04:40;"Sometimes you would see, let's rethink"
04:40;04:41;"this for a moment. We could write"
04:41;04:47;"from os import path. And then we could"
04:47;04:50;"come down here and rewrite this as"
04:50;04:55;"just path.abs, path.currenter."
04:55;04:58;"Well, this looks shorter. Maybe this is better"
04:58;05:01;"because it's nice and concise, right?"
05:01;05:03;"I just don't even have to worry about saying"
05:03;05:06;"os other than above. Personally, I like"
05:06;05:09;"this style and this is the namespaces"
05:09;05:11;"are one honking great idea from the"
05:11;05:15;"Zen of Python as well. While this is shorter,"
05:15;05:18;"this gives you a couple of benefits."
05:18;05:19;"One, if you're just reading this code,"
05:19;05:21;"notice it's in a comment so I can't"
05:21;05:23;"hover over it and get auto-complete"
05:23;05:25;"or highlights or anything like that."
05:25;05:27;"So imagine it's like on Stack Overflow"
05:27;05:29;"or something. This tells you we're not just"
05:29;05:30;"using something called path, but we're"
05:30;05:33;"using the os.path, right? This is where"
05:33;05:35;"it comes from. The other one is,"
05:35;05:40;"if we have this, and I type os."
05:40;05:43;"Notice I, boom, get an instant completion"
05:43;05:46;"of all of the things that are in here."
05:46;05:51;"If I do this, well, I get path stuff,"
05:51;05:56;"but how do I know that there's a make dir"
05:56;05:59;"or other types of things? What all that"
05:59;06:01;"stuff you saw on the list? The only one"
06:01;06:02;"that's accessible to us is path."
06:02;06:05;"So I think both auto-complete and the fact"
06:05;06:09;"that you know for sure it's os.path,"
06:09;06:11;"not some other path thing that's from"
06:11;06:13;"some other library or you've created"
06:13;06:16;"yourself or whatever. So I will put this"
06:16;06:21;"as prefer, prefer namespaces like os.path"
06:21;06:26;"over raw imports like that."
