Start Timestamp;End Timestamp;Transcript
04:42;04:45;"but whether we want that to be the way or not,"
04:45;04:46;"that's not how it works."
04:46;04:50;"Python executes line 25 to 37"
04:50;04:53;"to define what a motorcycle class is,"
04:53;04:56;"and then it exists from line 38 onward."
04:56;04:57;"So I can't do this."
04:57;04:58;"There was a hack."
04:58;05:00;"You would put it in a quote like that,"
05:00;05:04;"and then up here, when you hit this,"
05:04;05:06;"it still knows it creates a motorcycle, okay,"
05:06;05:08;"but that's a little sketch, right?"
05:08;05:10;"It's a little, it's just a string."
05:10;05:13;"It's a little suspect on like, well,"
05:13;05:17;"if we refactor this, will this get refactored and so on."
05:17;05:19;"So they've recently introduced something,"
05:19;05:23;"and this is the idiomatic way, the Pythonic way to do it."
05:23;05:27;"If we use typing, which we import,"
05:27;05:29;"there's a thing called self."
05:29;05:31;"Self is like this."
05:31;05:37;"This means an object, an instance of one of these,"
05:37;05:38;"and in the typing world,"
05:38;05:43;"what this means is whatever class I'm being defined on,"
05:43;05:46;"when it says class method,"
05:46;05:47;"what class does that belong to?"
05:47;05:48;"Motorcycle."
05:48;05:49;"I can't say its name yet."
05:49;05:51;"It's like Voldemort at this moment."
05:51;05:55;"Can't say it, but whatever its name is, that, okay?"
05:55;05:58;"When you figure out its name, it's one of them."
05:58;06:01;"So this is how you say it returns a motorcycle"
06:01;06:05;"or some kind of base class that it is self or drive,"
06:05;06:06;"it's something like that, right?"
06:06;06:09;"Something involving its own definition."
06:09;06:10;"You can also say that if you're saying,"
06:10;06:15;"I'm comparing me, self, against another one, right?"
06:15;06:18;"So I'm def compare things."
06:18;06:19;"There's real compares,"
06:19;06:21;"but I don't wanna mess with their signatures."
06:21;06:24;"So this could be a bool, and this could be other,"
06:24;06:27;"which is typing.self."
06:27;06:31;"Return self.model"
06:32;06:36;"equals other.model."
06:36;06:38;"Oops, I need typing."
06:38;06:42;"Thought, see, it knows it's a model."
06:42;06:46;"So you can use it in this case,"
06:46;06:47;"and you can use typing.self there."
06:47;06:50;"That's the really, the one real weird thing about classes"
06:50;06:54;"is like I said, it starts defining a line 26,"
06:54;06:56;"and it's not until this case, now I added more code,"
06:56;06:59;"until line 42, that motorcycle exists."
06:59;07:02;"So in between, you can't say it."
07:02;07:03;"Now you might say, well, but Michael,"
07:03;07:05;"how can you do line 38?"
07:05;07:07;"That's weird."
07:07;07:10;"Yes, but remember, this doesn't execute"
07:10;07:12;"until you create one of these, and you call this function,"
07:12;07:13;"or you use it on the type."
07:13;07:14;"You call this function,"
07:14;07:16;"which happens after the whole thing is defined."
07:16;07:19;"It's just that the top level thing."
07:19;07:20;"So you should kind of think of it as like,"
07:20;07:22;"this is where the typing,"
07:22;07:24;"you can't see the word motorcycle"
07:24;07:27;"when you visually look at it like this, all right?"
07:27;07:31;"Hence, typing.self for inbound parameters and return types."
07:31;07:33;"Let's run it for all its glory."
07:33;07:36;"We got an Amazon bike into size 668."
07:36;07:39;"Let's go over here and just test our little compare."
07:39;07:48;"M3, and we'll print m2.compare."
07:48;07:49;"Maybe it was parentheses."
07:49;07:50;"M2.compare."
07:50;07:56;"M3, and because they have the same name,"
07:56;07:58;"same model, should be true,"
07:59;08:02;"but not against M1, or just, I call it M1, or just M."
08:02;08:04;"M."
08:04;08:08;"False, because one's a KTM, another's an Amazon bike."
08:08;08:09;"Whatever that is."
08:09;08:10;"All right, there you have it,"
08:10;08:12;"typing for functions and classes."
