Start Timestamp;End Timestamp;Transcript
02:40;02:42;"the string, the movie JSON."
02:42;02:44;"And now, what do we get down here?"
02:44;02:46;"Let's go ahead and print this out."
02:46;02:51;"And before, I'll go and print out what is the type of this."
02:51;02:55;"And we'll also print out the type of movie string"
02:55;02:58;"or movie JSON."
02:58;02:59;"There we go."
02:59;03:03;"So I'm going to get the data by parsing it using JSON."
03:03;03:06;"Super, super easy and straightforward."
03:06;03:08;"And once it's like this, it's a dictionary, as we'll see,"
03:08;03:10;"which we access to it like this."
03:10;03:15;"If we're not sure, we could do it like get a title."
03:15;03:19;"We could do it like get a title, no title, et cetera."
03:19;03:20;"We run that."
03:20;03:23;"Johnny 5, Johnny 5, Johnny 5 is alive."
03:23;03:26;"All right, movie data is a dictionary."
03:26;03:30;"Movie JSON is the JSON string right there."
03:30;03:33;"Excellent."
03:33;03:35;"Well, what if it's the other way?"
03:35;03:37;"What if we have our movie data and we"
03:37;03:40;"want to turn it into JSON?"
03:40;03:45;"Well, we can say movie JSON generated."
03:45;03:49;"And just in reverse, JSON dot-- now,"
03:49;03:52;"if I made fun of the name on load, this is even worse."
03:52;03:53;"JSON dot dump."
03:53;03:57;"What goes in here would be the data in a file stream,"
03:57;04:01;"a file output stream, a writable stream."
04:01;04:05;"Or we can dump it to a string and we'll say movie data."
04:05;04:08;"Now, let's just change something about that data."
04:08;04:10;"Let's look up here."
04:10;04:11;"So the runtime here, let's change the year."
04:11;04:13;"In fact, let's put that--"
04:13;04:16;"not as quotes even."
04:16;04:17;"But let's go and make a change."
04:17;04:22;"Movie data of year equals 2012."
04:22;04:25;"It was remastered a while ago or something like that."
04:25;04:30;"So when we dump this out, we should see that in our string."
04:30;04:31;"Movie generated JSON."
04:31;04:35;"This is not going to be as amazing as you might think."
04:35;04:36;"Here we go."
04:36;04:37;"So we've got this out."
04:37;04:42;"And look, the year was updated because right there."
04:42;04:43;"Amazing."
04:43;04:45;"And it comes out looking like this."
04:45;04:47;"But this is effectively minified."
04:47;04:50;"If you had a huge bit of data, it's all in one line."
04:50;04:54;"Here's a cool trick if you want it to be pretty printed."
04:54;04:56;"All you have to do is say indent."
04:56;04:57;"No, not there, sorry."
04:57;04:59;"In JSON dump S, you say indent."
04:59;05:01;"It's four or two."
05:01;05:03;"It's often two in this world."
05:03;05:04;"And check it out."
05:04;05:05;"Boom."
05:05;05:07;"Instantly, it's back."
05:07;05:13;"So working with JSON in Python is incredibly easy."
05:13;05:16;"Now what this doesn't do for us is validate."
05:16;05:20;"So what if we expected this to be a number,"
05:20;05:23;"but in fact, what it was was in quotes?"
05:23;05:26;"Well, it came in as a string."
05:26;05:28;"And then when we changed it, it went into that."
05:28;05:32;"Or maybe it starts out as a number,"
05:32;05:34;"but then we set it to a string."
05:34;05:35;"Well, now it's a string."
05:35;05:37;"You can see the quotes."
05:37;05:39;"The JSON library doesn't really do that for us."
05:39;05:40;"Not the best for sure."
05:40;05:43;"But still a really awesome zero dependency"
05:43;05:48;"built into the Python standard library way to work with JSON."
