Start Timestamp;End Timestamp;Transcript
02:26;02:28;"Oh, we didn't find a rating."
02:28;02:29;"Well, that sure is a lot more code"
02:29;02:32;"than just these two lines, right?"
02:32;02:34;"Down here, this is a hassle."
02:34;02:37;"Don't necessarily recommend it."
02:37;02:39;"Let's keep going."
02:39;02:44;"One thing we can do is say we're willing to accept none"
02:44;02:46;"as a value for a missing value."
02:46;02:49;"So here I could say, instead of bracket, say get."
02:49;02:51;"And this is my favorite way of working."
02:51;02:55;"Because I don't have to have try accepts everywhere."
02:55;02:56;"And I can just check if it's none"
02:56;02:59;"or you can specify alternative values."
02:59;03:00;"You'll see."
03:00;03:03;"So here in this accept none down here,"
03:03;03:05;"we got 2001."
03:05;03:06;"And when we said get rating, it's not there."
03:06;03:08;"So it gave us none."
03:08;03:11;"But we can also specify a value like here."
03:11;03:16;"Let's just say, I'll say no rating like this."
03:16;03:17;"Let's put it that way."
03:17;03:19;"A little more obvious what's happening."
03:19;03:21;"So here we can say, give us the year."
03:21;03:25;"And if we don't have a year, give us zero instead of none."
03:25;03:26;"At least it's a number."
03:26;03:30;"And for the rating, give us three star, five stars,"
03:30;03:32;"or I want this string if it doesn't exist."
03:32;03:37;"Here you can see right there, 2001, because it's there."
03:37;03:38;"So we didn't use the default,"
03:38;03:41;"but we did no rating for when there was no rating."
03:41;03:45;"Okay, finally, another thing we can do"
03:45;03:47;"is we can use a default dict."
03:47;03:51;"You notice at the top, we import from collections,"
03:51;03:52;"default dict."
03:52;03:57;"And the way this works is you do this bracket style"
03:57;04:01;"all day long, and you can specify a function to call"
04:01;04:02;"when the value is missing, all right?"
04:02;04:04;"And creation sort of things,"
04:04;04:05;"'cause it could be something complicated"
04:05;04:07;"and you want a new one each time,"
04:07;04:09;"like a list or something, right?"
04:09;04:11;"So I could put list, or rather,"
04:11;04:13;"I could put list like this"
04:13;04:15;"and get an empty list every single time."
04:15;04:17;"All right, but we'll do it like this."
04:17;04:19;"Here we go."
04:19;04:23;"If we run this one, notice down here,"
04:23;04:28;"I'll put, let's say, make it a little more obvious."
04:28;04:30;"So if we use the default dictionary,"
04:30;04:33;"we just program it standard old like that,"
04:33;04:35;"and when one's missing, it calls this function"
04:35;04:37;"to provide the missing object."
04:37;04:39;"And like I had with list, we can put that there."
04:39;04:43;"So it will create a new list every time it's missing."
04:43;04:45;"So this is really handy for like looping over"
04:45;04:47;"and putting values into a list,"
04:47;04:49;"and if the key is new,"
04:49;04:50;"then you're just gonna get a new list"
04:50;04:52;"created automatically, right?"
04:52;04:56;"And you know what, PyCharm, that is actually spelled okay."
04:56;04:59;"Let me show you one more thing."
04:59;05:01;"Okay, this is new in Python 3.8,"
05:01;05:06;"so this safety first type combined with this get here."
05:06;05:09;"Let's try this."
05:11;05:13;"I'll call this walrus style"
05:13;05:19;"because we're gonna use the walrus operator."
05:19;05:22;"So what we can do is we can come over here and say year"
05:22;05:29;"colon equals data.get of year."
05:29;05:35;"And same thing here, rating."
05:35;05:37;"So what this does, if you haven't seen this,"
05:37;05:42;"is this runs this expression"
05:42;05:46;"and then it assigns the value to rating."
05:46;05:49;"So this colon equals create rating and assign to it,"
05:49;05:53;"but then turn around and test the equality here."
05:53;05:55;"Okay, and so then we don't have to do this."
05:55;05:56;"We can just say, we already have the rating"
05:56;05:58;"and we already have the year."
05:58;06:03;"Okay, so it'd be 3.8."
06:05;06:09;"It'll be 3.8 or above, Python 3.8 or above."
06:09;06:10;"Run it again."
06:10;06:14;"Walrus operator 2001, don't need that at all, do you?"
06:14;06:17;"So we've assigned it, we've got the value,"
06:17;06:20;"assigned it and we tested 2001 is true."
06:20;06:22;"So we print out year, get this."
06:22;06:24;"We run this, we get none."
06:24;06:27;"We assign it to rating and test it."
06:27;06:28;"Rating is false, so we print,"
06:28;06:30;"oh, we didn't get it in rating."
06:30;06:31;"How about that?"
06:31;06:33;"Pretty cool, I really like this walrus operator."
06:33;06:35;"So if you wanna do this test style"
06:35;06:38;"and you wanna already have the value, I recommend this."
06:38;06:43;"But I also really very much like this"
06:43;06:47;"where you get a new value automatically if it's missing."
